lspcid	name	members
422857	BROXYQUINOLINE	CAS:521-74-4|CHEBI:CHEBI:109543|CHEMBL:CHEMBL223448|DRUGBANK:DB13536|PUBCHEM:2453
422889	CARBONYL CYANIDE M-CHLOROPHENYLHYDRAZONE	CAS:555-60-2|CHEBI:CHEBI:3259|CHEMBL:CHEMBL224214|MESH:D002258|PUBCHEM:2603
422982	BENZBROMARONE	CAS:3562-84-3|CHEBI:CHEBI:3023|CHEMBL:CHEMBL388590|DRUGBANK:DB12319|HMDB:HMDB0041834|MESH:D001553|PUBCHEM:2333
423072	PHENYLETHANOLAMINE	CHEMBL:CHEMBL224526
423074	3-Trifluoromethylphenylethanolamine	CHEMBL:CHEMBL224618
423157	MEN-11690	CHEMBL:CHEMBL223221
423281	NESS 0327	CHEMBL:CHEMBL376700
423488	N-Methylmaleimide	CHEMBL:CHEMBL225037
423489	1-Benzylmaleimide	CHEMBL:CHEMBL388979
423490	N-(Ethoxycarbonylmethyl)-Maleimide	CHEMBL:CHEMBL224979
423498	1-Phenethylmaleimide	CHEMBL:CHEMBL223342
423499	1-[2-(4-methoxyphenyl)ethyl]-2,5-dihydro-1H-pyrrole-2,5-dione	CHEMBL:CHEMBL376810
423507	cyclopent-4-ene-1,3-dione	CHEMBL:CHEMBL224231
423508	MALEIC ANHYDRIDE	CAS:108-31-6|CHEBI:CHEBI:474859|CHEMBL:CHEMBL374159|PUBCHEM:7923
423515	1-benzylpyrrolidin-2-one	CHEMBL:CHEMBL388086
423517	RHODANINE	CAS:141-84-4|CHEBI:CHEBI:8830|CHEMBL:CHEMBL224633|MESH:D012236|PUBCHEM:1201546
423518	3-METHYL-RHODANINE	CHEMBL:CHEMBL224043
423519	RHODANINE-3-ACETIC ACID	CHEMBL:CHEMBL224441
423520	AMINORHODANINE	CHEMBL:CHEMBL390330
423528	N-Phenethyl-Rhodanine	CHEMBL:CHEMBL225554
423529	N-Phenacyl-Rhodanine	CHEMBL:CHEMBL387881
423537	3-[(4-methoxyphenyl)methyl]-2-sulfanylidene-1,3-thiazolidin-4-one	CHEMBL:CHEMBL225440
423538	3-[2-(4-methoxyphenyl)ethyl]-2-sulfanylidene-1,3-thiazolidin-4-one	CHEMBL:CHEMBL223343
423549	4-Phenyl-Urazole	CHEMBL:CHEMBL224287
423604	Maleimide	CAS:541-59-3|CHEBI:CHEBI:16072|CHEMBL:CHEMBL387762|PUBCHEM:10935
423619	4-Hydroxybenzenesulfonamide	CHEMBL:CHEMBL224292
423663	4-Phenoxyphenol	CAS:831-82-3|CHEBI:CHEBI:39264|CHEMBL:CHEMBL224318|PUBCHEM:13254
423689	EQUILENIN	CAS:517-09-9|CHEBI:CHEBI:34739|CHEMBL:CHEMBL225546|DRUGBANK:DB03515|MESH:D004855|PUBCHEM:444865
423725	1,7-Dihydroxyxanthone	CAS:529-61-3|CHEBI:CHEBI:4946|CHEMBL:CHEMBL389166|HMDB:HMDB0030724|PUBCHEM:5281631
424251	4-Ethynyl-Biphenyl	CHEMBL:CHEMBL374163
424413	KKHT-11018	CHEMBL:CHEMBL225485
424418	KKHT-10608	CHEMBL:CHEMBL223331
424419	KKHT-10609	CHEMBL:CHEMBL224778
424455	KKHT-10618	CHEMBL:CHEMBL225601
424526	KKHT-20718	CHEMBL:CHEMBL224227
424560	KKHT-20818	CHEMBL:CHEMBL376596
424589	KKHT-20918	CHEMBL:CHEMBL224246
424732	KKHT-10318	CHEMBL:CHEMBL388401
424970	ARISTOLACTAM AIIIA	CHEMBL:CHEMBL388956
424992	CORYTUBERINE	CAS:517-56-6|CHEBI:CHEBI:81200|CHEMBL:CHEMBL227965|PUBCHEM:160500
425085	AS-1517499	CHEMBL:CHEMBL228192
425380	Dihydro-Quinolinone	CHEMBL:CHEMBL388582
425408	UK-371804	CHEMBL:CHEMBL227421
425436	P-Cyanochalcone	CHEMBL:CHEMBL445153
425647	ALLANTODAPSONE	CHEMBL:CHEMBL227725
425650	3-methyl-4-phenyl-1H-pyrazole	CHEMBL:CHEMBL228114
425651	NSC-46613	CHEMBL:CHEMBL441718
425661	4-phenyl-1H-pyrazole	CHEMBL:CHEMBL390066
425662	NSC-113989	CHEMBL:CHEMBL390383
425665	NSC-126757	CHEMBL:CHEMBL228132
425733	7-Azaindole	CHEMBL:CHEMBL389685
425745	LG-121071	CHEMBL:CHEMBL390728
425954	(+)-3,3'-Bisdemethyltanegool	CHEMBL:CHEMBL436990
425961	ISOSCOPOLETIN	CAS:776-86-3|CHEBI:CHEBI:81484|CHEMBL:CHEMBL390320|PUBCHEM:69894
426021	BATATASIN IV	CAS:60347-67-3|CHEBI:CHEBI:2997|CHEMBL:CHEMBL228126|PUBCHEM:181271
426027	DIHYDROPINOSYLVIN	CAS:14531-52-3|CHEBI:CHEBI:4579|CHEMBL:CHEMBL228120|PUBCHEM:442700
426059	BAUHINOXEPIN E	CHEMBL:CHEMBL227795
426060	BAUHINOXEPIN F	CHEBI:CHEBI:65470|CHEMBL:CHEMBL388606|PUBCHEM:16680045
426063	BAUHINOXEPIN H	CHEMBL:CHEMBL389849
426065	BAUHINOXEPIN I	CHEBI:CHEBI:65471|CHEMBL:CHEMBL389398|PUBCHEM:16679966
426252	TAMARIXETIN	CAS:603-61-2|CHEBI:CHEBI:67492|CHEMBL:CHEMBL226034|PUBCHEM:5281699
426328	LAS38096	CHEMBL:CHEMBL375293
426411	MK-2 Inhibitor III	CHEMBL:CHEMBL226403|DRUGBANK:DB08358
426441	ISOLONGIFOLOL	CHEMBL:CHEMBL388140
426445	ISOLONGIFOLIC ACID	CHEMBL:CHEMBL388542
426704	2-Chloro-6(Methylamino)Purine	CHEMBL:CHEMBL446449
426705	1H-pyrazolo[3,4-d]pyrimidin-4-amine	CHEMBL:CHEMBL388593
426706	METHYLGUANINE	CAS:20535-83-5|CHEBI:CHEBI:20689|CHEMBL:CHEMBL226395|PUBCHEM:65275
426707	6-CHLOROGUANINE	CAS:10310-21-1|CHEBI:CHEBI:72345|CHEMBL:CHEMBL226396|PUBCHEM:5360349
426866	B2	CHEBI:CHEBI:125473|CHEMBL:CHEMBL226115|PUBCHEM:3953303
426900	NODULISPOROL	CHEMBL:CHEMBL226191
426901	NODULISPORONE	CHEMBL:CHEMBL226407
427148	N6-BENZYLADENOSINE	CHEMBL:CHEMBL388757
427398	N-(4-Hydroxyphenyl)Cinnamamide	CHEMBL:CHEMBL229844
427627	1,3-Dihydroxyxanthone	CHEMBL:CHEMBL388525
427637	AKR1C1-IN-1	CHEMBL:CHEMBL387536
427638	2-hydroxy-3-phenylbenzoic acid	CHEMBL:CHEMBL229466
427641	5-benzyl-2-hydroxybenzoic acid	CHEMBL:CHEMBL229467
427642	3-benzyl-2-hydroxybenzoic acid	CHEMBL:CHEMBL229469
427650	3-Bromosalicylic Acid	CHEMBL:CHEMBL389725
427651	5-Fluorosalicylic Acid	CHEMBL:CHEMBL229239
427652	5-Formylsalicylic Acide	CAS:616-76-2|CHEBI:CHEBI:137371|CHEMBL:CHEMBL229240|PUBCHEM:69226
427653	CARBOXYNAPHTHOL	CAS:86-48-6|CHEBI:CHEBI:36108|CHEMBL:CHEMBL229299|PUBCHEM:6844
427689	(E)-2-Styrylchromone	CHEMBL:CHEMBL388823
427691	4-[4-(Benzhydryloxy)Piperidino]Butyl Benzoate	CHEMBL:CHEMBL228999
427701	4-[4-(Benzyloxy)Piperidino]Butyl Benzoate	CHEMBL:CHEMBL228950
427725	METHYL TRYPTAMINEDITHIOCARBAMATE	CHEMBL:CHEMBL229522
427734	BUTYL(BUTYLSULFAMOYL)AMINE	CHEMBL:CHEMBL229137
427735	N-(Cyclohexylsulfamoyl)Cyclohexanamine	CHEMBL:CHEMBL388325
427736	N-(Cyclopropylsulfamoyl)Cyclopropanamine	CHEMBL:CHEMBL229189
427737	BENZYL(BENZYLSULFAMOYL)AMINE	CHEMBL:CHEMBL229190
427738	4-Morpholinosulfonylmorpholine	CHEMBL:CHEMBL388326
427741	N,N,N',N'-Tetrabutylsulfamide	CHEMBL:CHEMBL229902
427742	N,N'-Dipropylsulfamide	CHEMBL:CHEMBL229740
427748	N,N-Dipropylsulfamide	CHEMBL:CHEMBL229954
428092	3,5-dibromo-2-hydroxybenzaldehyde	CHEMBL:CHEMBL229251
428215	ABYSSINOFLAVONE V	CHEMBL:CHEMBL229170
428216	ABYSSINOFLAVANONE VI	CHEMBL:CHEMBL389650
428217	ABYSSINOFLAVANONE VII	CHEMBL:CHEMBL229220
428219	SIGMOIDIN F	CHEMBL:CHEMBL229222
428221	SIGMOIDIN B	CAS:87746-47-2|CHEBI:CHEBI:66483|CHEMBL:CHEMBL229454|PUBCHEM:73205
428224	ABYSSININ II	CHEMBL:CHEMBL388722
428226	SIGMOIDIN A	CAS:87746-48-3|CHEBI:CHEBI:66482|CHEMBL:CHEMBL229506|PUBCHEM:73204
428227	SIGMOIDIN C	CHEMBL:CHEMBL229617
428229	5-Deoxyabyssinin Ii	CHEMBL:CHEMBL229670
428231	3'-Prenylnaringenin	CHEMBL:CHEMBL229671
428233	ABYSSININ I	CHEMBL:CHEMBL389736
428237	LICOAGROCHALCONE A	CHEMBL:CHEMBL229885
428537	LIQUIRITIGENIN DIMETHYL ETHER	CHEBI:CHEBI:91819|CHEMBL:CHEMBL229908|PUBCHEM:5271544
428639	2,2',4,4' Tetrabromodiphenyl Ether	CAS:5436-43-1|CHEBI:CHEBI:81584|CHEMBL:CHEMBL229760|PUBCHEM:95170
428656	DEHYDROTRAMETENONIC ACID	CHEMBL:CHEMBL226528
428657	DEHYDROEBURICONIC ACID	CHEMBL:CHEMBL449350
428750	TRANS-N-SINAPOYLTYRAMINE	CHEBI:CHEBI:70105|CHEMBL:CHEMBL226587|PUBCHEM:25245053
428768	DIMPYLATE	CAS:333-41-5|CHEBI:CHEBI:34682|CHEMBL:CHEMBL388560|HMDB:HMDB0032943|MESH:D003976|PUBCHEM:3017
428881	BMS-564929	CHEMBL:CHEMBL229264|DRUGBANK:DB07286
429064	ZK-814048	CHEMBL:CHEMBL227222
429107	ZK-813039	CHEMBL:CHEMBL427421
429294	IN-1166	CHEMBL:CHEMBL387748
429994	TG-100435	CHEMBL:CHEMBL230686
430121	HYDROHALISULFATE 1	CHEMBL:CHEMBL230058
430264	PF-00951966	CHEMBL:CHEMBL230600
430279	PF-02298732	CHEMBL:CHEMBL388489
430448	TRIAPINE	CHEMBL:CHEMBL231616|DRUGBANK:DB11940
430454	GSK-635416A	CHEMBL:CHEMBL230592
430459	GSK-620503A	CHEMBL:CHEMBL231623
430483	GSK-586581A	CHEMBL:CHEMBL230597
430493	GSK-625137A	CHEMBL:CHEMBL230911
430497	GSK-605714A	CHEMBL:CHEMBL231013
430499	GSK-711701A	CHEMBL:CHEMBL268885
430817	Ro-66-1132	CHEMBL:CHEMBL390196
430825	GYPSOPHIN	CHEMBL:CHEMBL230152
431126	AGELADINE A	CHEBI:CHEBI:65373|CHEMBL:CHEMBL230806|PUBCHEM:10089677
431204	BMS 566419	CHEMBL:CHEMBL229008
431287	2-(4-Cyclohexylthiosemicarbazono)Methylbenzoic Acid	CHEMBL:CHEMBL230359
431289	3-(4-Cyclohexylthiosemicarbazono)Methylbenzoic Acid	CHEMBL:CHEMBL426204
431290	4-(4-Cyclohexylthiosemicarbazono)Methylbenzoic Acid	CHEMBL:CHEMBL228527
431328	MHL CYCLOHEXYLTHIOSEMICARBAZONE	CHEMBL:CHEMBL231602
431450	Dideoxy-Epigallocatechin Gallate	CHEMBL:CHEMBL229029
431453	GNF-Pf-1310	CHEMBL:CHEMBL375673
431568	6-BENZYLAMINOPURINE	CAS:1214-39-7|CHEBI:CHEBI:29022|CHEMBL:CHEMBL228862|HMDB:HMDB0039238|PUBCHEM:62389
431609	NORSTICTIC ACID	CHEMBL:CHEMBL228281
431636	SB-290157	CHEMBL:CHEMBL389348
431713	DI-O-ACETYLENDIANDRIN A	CHEMBL:CHEMBL228655
431936	AMG-487	CHEMBL:CHEMBL397983
432166	BX-201	CHEMBL:CHEMBL442229
432556	SAFROLE	CAS:94-59-7|CHEBI:CHEBI:8994|CHEMBL:CHEMBL242273|HMDB:HMDB0033591|MESH:D012451|PUBCHEM:5144
432634	5-amino-1-(4-methylbenzenesulfonyl)-1H-pyrazol-3-yl thiophene-2-carboxylate	CHEMBL:CHEMBL245264
432715	DB07268	CHEBI:CHEBI:40332|CHEMBL:CHEMBL242237|DRUGBANK:DB07268|PUBCHEM:16058637
432729	Bis-ANS	CHEMBL:CHEMBL398231
432860	NSC-108339	CHEMBL:CHEMBL243089
433068	ARUNDINE	CAS:1968-05-4|CHEBI:CHEBI:50182|CHEMBL:CHEMBL446452|DRUGBANK:DB11875|PUBCHEM:3071
433203	PROTOAPIGENONE	CHEMBL:CHEMBL414890
433331	CB 13	CHEMBL:CHEMBL244403
433409	SNAP-94847	CHEMBL:CHEMBL242004
433597	AP-2243	CHEMBL:CHEMBL244416
433711	4-(3',4',5'-Trimethoxybenzoyl)Indole	CHEMBL:CHEMBL230738
433712	5-(3',4',5'-Trimethoxybenzoyl)Indole	CHEMBL:CHEMBL395785
433808	BIS-IMIDE A	CHEMBL:CHEMBL388648
433847	2-phenyl-2H,4H,5H-pyrazolo[3,4-c]quinolin-4-one	CHEMBL:CHEMBL241987
433907	TPMPA	CHEMBL:CHEMBL397209
433908	2-(5-methyl-1H-imidazol-4-yl)acetic acid hydrochloride	CHEMBL:CHEMBL243929
434007	2-Methylestradiol	CHEMBL:CHEMBL241993
434264	L-Homocysteate	CAS:14857-77-3|CHEBI:CHEBI:132223|CHEMBL:CHEMBL230951|HMDB:HMDB0002205|PUBCHEM:177491
434390	5,5'-Dithiobis(2-Nitrobenzoic Acid)	CAS:69-78-3|CHEBI:CHEBI:86228|CHEMBL:CHEMBL395814|MESH:D004228|PUBCHEM:6254
434460	6-chloro-2,9-diazatricyclo[9.4.0.0,3,8]pentadeca-1(15),3,5,7,11,13-hexaen-10-one	CHEMBL:CHEMBL396034
434500	1,3-DICYCLOHEXYLUREA	CHEBI:CHEBI:93429|CHEMBL:CHEMBL1458|PUBCHEM:4277
434522	MEMOQUIN	CHEMBL:CHEMBL231160
434570	MEN-14268	CHEMBL:CHEMBL242631
434669	IBODUTANT	CHEMBL:CHEMBL266125|DRUGBANK:DB12042
434791	4-(Trifluoromethyl)Biphenyl	CHEMBL:CHEMBL242993
434799	4-[4-(trifluoromethyl)phenyl]phenol	CHEMBL:CHEMBL244264
434875	YIL 781 hydrochloride	CHEMBL:CHEMBL243001
434896	N-4-Biphenylylurea	CHEMBL:CHEMBL244094
434919	SB-731489	CHEMBL:CHEMBL436624
434977	GW673715X	CHEMBL:CHEMBL243907
435124	PD-0316684	CHEMBL:CHEMBL244488
435168	N'-(4-methoxybenzoyl)-2-phenylacetohydrazide	CHEMBL:CHEMBL244921
435520	1-(2lambda4,1,3-benzothiadiazole-4-sulfonyl)piperidine-4-carboxylic acid	CHEMBL:CHEMBL242147
435568	6-HYDROXYCOUMARIN	CHEMBL:CHEMBL243263
435580	ESCULETIN	CAS:305-01-1|CHEBI:CHEBI:490095|CHEMBL:CHEMBL244743|HMDB:HMDB0030819|PUBCHEM:5281416
435695	2',3'-Dihydroxyflavone	CHEMBL:CHEMBL242171
435697	RESOKAEMPFEROL	CHEMBL:CHEMBL242383
435700	5,7,2'-Trihydroxyflavone	CHEMBL:CHEMBL242385
435701	7,8,2'-Trihydroxyflavone	CHEMBL:CHEMBL244707
435704	ACACETIN	CAS:480-44-4|CHEBI:CHEBI:15335|CHEMBL:CHEMBL243664|HMDB:HMDB0035023|PUBCHEM:5280442
435834	4-amino-5-[(3,4-dimethoxyphenyl)methyl]-4H-1,2,4-triazole-3-thiol	CHEMBL:CHEMBL244965
435976	2-methyl-3,4-dihydroquinazolin-4-one	CHEMBL:CHEMBL395092
436481	IMINOSTILBENE	CAS:256-96-2|CHEBI:CHEBI:47802|CHEMBL:CHEMBL243596|PUBCHEM:9212
436540	NSC-50187	CAS:3034-08-0|CHEBI:CHEBI:63329|CHEMBL:CHEMBL241909|PUBCHEM:102928
436558	KURAIDIN	CHEMBL:CHEMBL243362
436600	E319	CAS:1948-33-0|CHEBI:CHEBI:78886|CHEMBL:CHEMBL242080|DRUGBANK:DB07726|HMDB:HMDB0032062|PUBCHEM:16043
436608	Folate Gamma-L-Phenylalaninehydroxamic Acid	CHEMBL:CHEMBL267603
436616	Methotrexate Gamma-L-Phenylalaninehydroxamic Acid	CHEMBL:CHEMBL396296
436680	2-hydroxy-9,10-dihydroacridin-9-one	CHEMBL:CHEMBL242515
436760	2,6-Bis(3,4,5-Trimethoxybenzylidene)Cyclohexanone	CHEMBL:CHEMBL387599
437113	4',7,8-Trihydroxyisoflavone	CHEMBL:CHEMBL242739
437114	TECTORIGENIN	CAS:548-77-6|CHEBI:CHEBI:9429|CHEMBL:CHEMBL242740|HMDB:HMDB0042024|PUBCHEM:5281811
437131	MCL-183	CHEMBL:CHEMBL390866
437134	MCL-457	CHEMBL:CHEMBL242967
437135	MCL-458	CHEMBL:CHEMBL390912
437136	MCL-448	CHEMBL:CHEMBL242968
437137	MCL-447	CHEMBL:CHEMBL394573
437138	MCL-446	CHEMBL:CHEMBL428038
437139	MCL-445	CHEMBL:CHEMBL243195
437225	BERGAPTOL	CAS:486-60-2|CHEBI:CHEBI:17377|CHEMBL:CHEMBL242711|HMDB:HMDB0013679|PUBCHEM:5280371
437687	PB-90	CHEMBL:CHEMBL394086
437689	PB-91	CHEMBL:CHEMBL234151
437700	PB-95	CHEMBL:CHEMBL394407
437995	DISOGLUSIDE	CAS:14144-06-0|CHEBI:CHEBI:74020|CHEMBL:CHEMBL395414|PUBCHEM:11827970
438030	5,6,7,8,4'-Pentahydroxyflavone	CAS:577-26-4|CHEBI:CHEBI:79553|CHEMBL:CHEMBL234338|HMDB:HMDB0130175|PUBCHEM:96506
438187	FORSYTHOSIDE B	CHEMBL:CHEMBL393292
438198	ISOFERULIC ACID	CAS:537-73-5|CHEBI:CHEBI:27794|CHEMBL:CHEMBL233295|DRUGBANK:DB07109|HMDB:HMDB0000955|PUBCHEM:736186
439046	DICUMAROL	CAS:66-76-2|CHEBI:CHEBI:4513|CHEMBL:CHEMBL1466|DRUGBANK:DB00266|HMDB:HMDB0014411|MESH:D001728|PUBCHEM:54676038
439458	GW845706X	CHEMBL:CHEMBL233043
439465	GW848687	CHEMBL:CHEMBL234940
439543	ALLYL ISOTHIOCYANATE	CAS:57-06-7|CHEBI:CHEBI:73224|CHEMBL:CHEMBL233248|HMDB:HMDB0005843|PUBCHEM:5971
439881	N,3-Dihydroxybenzamide	CHEMBL:CHEMBL232053
440158	LASSBio-294	CHEMBL:CHEMBL233194
440470	Ridaifen-B	CHEMBL:CHEMBL392916
440615	BMS-1	CHEMBL:CHEMBL232782
440813	SB-814597	CHEMBL:CHEMBL233002
440815	SB-347804	CHEMBL:CHEMBL397570
440816	GW572738X	CHEBI:CHEBI:40300|CHEMBL:CHEMBL234838|DRUGBANK:DB07217|PUBCHEM:766948
440828	GW846105X	CHEMBL:CHEMBL232601
441104	SD-208	CHEMBL:CHEMBL238125
441200	AMITROLE	CAS:61-82-5|CHEBI:CHEBI:40036|CHEMBL:CHEMBL232801|MESH:D000640|PUBCHEM:1639
441201	AAPTAMINE	CHEMBL:CHEMBL234658
441284	MK0686	CHEMBL:CHEMBL232943|DRUGBANK:DB12563
441552	2'-O-DEMETHYLBIDWILLOL B	CHEMBL:CHEMBL232935
441556	ADDISOFURAN A	CHEMBL:CHEMBL233142
441557	ADDISOFURAN B	CHEMBL:CHEMBL232941
441717	ADAMTS-5 Inhibitor	CHEMBL:CHEMBL231740
442500	SB-437013	CHEMBL:CHEMBL399410
442502	SB-630812	CHEMBL:CHEMBL237570
442503	SB-633825	CHEMBL:CHEMBL237571
442668	GW559768X	CHEMBL:CHEMBL237347
442713	OSAJIN	CAS:482-53-1|CHEBI:CHEBI:7797|CHEMBL:CHEMBL238188|PUBCHEM:95168
442714	POMIFERIN	CAS:572-03-2|CHEBI:CHEBI:8329|CHEMBL:CHEMBL393136|PUBCHEM:4871
442717	(E/Z)-Methyl mycophenolate	CHEMBL:CHEMBL237760
442878	EPIERENONE	CHEMBL:CHEMBL237122
442903	AS-057278	CAS:402-61-9|CHEBI:CHEBI:74739|CHEMBL:CHEMBL391574|PUBCHEM:9822
443103	N-(2-Aminophenyl)Nicotinamide	CHEBI:CHEBI:125506|CHEMBL:CHEMBL236678|PUBCHEM:1133083
443291	6-chloro-5-ethyl-1,2,3,4-tetrahydropyrimidine-2,4-dione	CHEMBL:CHEMBL237991
443370	BRD-6929	CHEBI:CHEBI:95226|CHEMBL:CHEMBL235842|PUBCHEM:6918878
443425	Lipofermata	CHEMBL:CHEMBL238012
443430	TCMDC-123866	CHEMBL:CHEMBL391124
443431	GNF-Pf-1319	CHEMBL:CHEMBL235891
443433	GS-39783	CHEBI:CHEBI:93326|CHEMBL:CHEMBL392394|PUBCHEM:6604928
443455	TCMDC-123863	CHEMBL:CHEMBL444891
443498	CMPD1	CHEBI:CHEBI:92949|CHEMBL:CHEMBL235658|PUBCHEM:11382492
444081	Thiophen-2-ylmethanamine	CHEMBL:CHEMBL237711
444131	6-(Methylamino)Nicotinic Acid	CHEMBL:CHEMBL235168
444218	AM-1714	CHEMBL:CHEMBL429797
444288	2-(2,3-dihydro-1,4-benzodioxin-6-yl)acetic acid	CHEMBL:CHEMBL235786
444901	SPERMATINAMINE	CHEMBL:CHEMBL396652
445261	10-(9-Anthrylcarbonyl)Phenothiazine	CHEMBL:CHEMBL392577
445293	BMS-488043	CHEMBL:CHEMBL238103|DRUGBANK:DB05532
445845	WAY-181187	CHEMBL:CHEMBL392760
446464	SC-806	CHEMBL:CHEMBL237606
446494	4-Pentylphenyl Acrylate	CHEMBL:CHEMBL237455
446496	2-Hexylphenyl Acrylate	CHEMBL:CHEMBL237456
446497	N-(4-Acryloylphenyl)Butyramide	CHEMBL:CHEMBL395872
446504	N-(4-Hexylphenyl)Acrylamide	CHEMBL:CHEMBL398106
446509	N-(4-Hexylphenyl)Cinnamamide	CHEMBL:CHEMBL235276
446514	N-(4-Hexylphenyl)Propiolamide	CHEMBL:CHEMBL235491
446516	4-Hexylphenyl Propiolate	CHEMBL:CHEMBL236338
446517	2-chloro-1-(4-hexylphenyl)ethan-1-one	CHEMBL:CHEMBL236339
446525	1,2-Indanedione	CHEMBL:CHEMBL235288
446526	ACENAPHTHOQUINONE	CAS:82-86-0|CHEBI:CHEBI:15342|CHEMBL:CHEMBL395653|PUBCHEM:6724
446527	5,6-Dinitroacenaphthoquinone	CHEMBL:CHEMBL235289
446530	Acenanthrene-9,10-Dione	CHEMBL:CHEMBL235503
446775	1-(morpholin-4-yl)-2-phenoxyethan-1-one	CHEMBL:CHEMBL237616
446845	BI-69A4	CHEMBL:CHEMBL396886
446856	BI-69A9	CHEMBL:CHEMBL236367
446858	BI-69A10	CHEMBL:CHEMBL235114
446866	BI-69B9	CHEMBL:CHEMBL237230
446868	BI-69B10	CHEMBL:CHEMBL429802
446874	PRONTOCIL	CHEMBL:CHEMBL237251
447104	SR-1C12	CHEMBL:CHEMBL236138
447111	N6-Aminoadenosine	CHEMBL:CHEMBL236757
447154	SQ-24798	CHEMBL:CHEMBL236822
447200	6'-Methylepibatidine	CHEMBL:CHEMBL235261
447463	NE 10790	CHEMBL:CHEMBL397829
447975	CYCLONOVOBIOCIC ACID	CHEMBL:CHEMBL239732
448251	MYCOPHENOLIC HYDROXAMIC ACID	CHEMBL:CHEMBL238461
448503	GRANULATIMIDE	CHEMBL:CHEMBL240747
448511	NSC-172033	CHEMBL:CHEMBL238624
448513	MISCHELLAMINE B	CHEMBL:CHEMBL397803
448561	DYSIDENIN	CHEMBL:CHEMBL391079
448714	MRE-269	CAS:475085-57-5|CHEBI:CHEBI:90848|CHEMBL:CHEMBL239226|PUBCHEM:9931891
448719	SELEXIPAG	CAS:475086-01-2|CHEBI:CHEBI:90844|CHEMBL:CHEMBL238804|DRUGBANK:DB11362|PUBCHEM:9913767
448961	NSC-125034	CHEMBL:CHEMBL239439
449085	LAWSONE	CAS:83-72-7|CHEBI:CHEBI:44401|CHEMBL:CHEMBL240963|DRUGBANK:DB04744|PUBCHEM:6755
449388	3,5,-Dihydroxyflavone	CHEMBL:CHEMBL239276
449472	FORMONETIN	CAS:897-46-1|CHEBI:CHEBI:9507|CHEMBL:CHEMBL239028|PUBCHEM:5281812
449476	4',6,7-Trihydroxyisoflavone	CAS:17817-31-1|CHEBI:CHEBI:74957|CHEMBL:CHEMBL239156|HMDB:HMDB0031715|PUBCHEM:5284649
449480	4',6,7-Trihydroxyisoflavanone	CHEMBL:CHEMBL239032
449499	CALYCOSIN	CAS:20575-57-9|CHEBI:CHEBI:17793|CHEMBL:CHEMBL241608|PUBCHEM:5280448
449502	7,8-Dihydroxyisoflavone	CHEMBL:CHEMBL241813
449512	ALPINUMISOFLAVONE	CAS:34086-50-5|CHEBI:CHEBI:69746|CHEMBL:CHEMBL238628|PUBCHEM:5490139
449520	2-(2,6-Dichlorophenyl)Acetic Acid	CHEMBL:CHEMBL240293
449521	2-(2-Hydroxyphenyl)Acetate	CAS:614-75-5|CHEBI:CHEBI:28478|CHEMBL:CHEMBL240714|HMDB:HMDB0000669|PUBCHEM:11970
449703	GANODEROL B	CAS:104700-96-1|CHEBI:CHEBI:142261|CHEMBL:CHEMBL240972|PUBCHEM:13934286
449734	TRICETIN	CAS:520-31-0|CHEBI:CHEBI:507499|CHEMBL:CHEMBL247484|DRUGBANK:DB08230|HMDB:HMDB0029620|PUBCHEM:5281701
449780	XR-9577	CHEMBL:CHEMBL428402
450091	HALOPEMIDE	CHEMBL:CHEMBL245621
450100	FIPI	CHEMBL:CHEMBL398567
450515	1-(4-chlorophenyl)-3-(1-methyl-4-oxo-4,5-dihydro-1H-imidazol-2-yl)urea	CHEMBL:CHEMBL239801
450800	GW856804X	CHEMBL:CHEMBL241517
450811	CAPSAZEPINE	CAS:138977-28-3|CHEBI:CHEBI:70773|CHEMBL:CHEMBL391997|PUBCHEM:2733484
451280	SKS-927	CHEMBL:CHEMBL391738
451281	NSC-95397	CHEBI:CHEBI:93193|CHEMBL:CHEMBL429095|PUBCHEM:262093
451763	ARCHAZOLID A	CHEMBL:CHEMBL241106
451942	SB-225002	CHEBI:CHEBI:93074|CHEMBL:CHEMBL239767|PUBCHEM:3854666
451956	SR-887	CHEMBL:CHEMBL239772
451958	SR-889	CHEMBL:CHEMBL238744
451960	SR-890	CHEMBL:CHEMBL394993
451964	SR-895	CHEMBL:CHEMBL238945
451966	SR-897	CHEMBL:CHEMBL239149
451967	SR-899	CHEMBL:CHEMBL239150
451969	SR-902	CHEMBL:CHEMBL442086
451972	SR-1349	CHEMBL:CHEMBL391189
451974	SR-1351	CHEMBL:CHEMBL394438
451975	SR-1353	CHEMBL:CHEMBL240645
451976	SR-1357	CHEMBL:CHEMBL240646
451977	SR-1360	CHEMBL:CHEMBL397114
451978	SR-1362	CHEMBL:CHEMBL240867
451981	SR-705	CHEMBL:CHEMBL395942
451983	SR-706	CHEMBL:CHEMBL241064
451985	SR-709	CHEMBL:CHEMBL392064
451986	SR-710	CHEMBL:CHEMBL241270
451987	SR-1448	CHEMBL:CHEMBL238762
451988	SR-1450	CHEMBL:CHEMBL238763
451989	SR-1452	CHEMBL:CHEMBL240889
451990	SR-1457	CHEMBL:CHEMBL392609
451991	SR-1459	CHEMBL:CHEMBL239816
451999	SCH-412348	CHEMBL:CHEMBL241109
452205	[Met5]-Enkephalin, amide (TFA)	CHEMBL:CHEMBL247368
452724	alpha-Boswellic acid	CHEMBL:CHEMBL395428
